epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1326.38,0.64266,0.7694,1.14074,0.79102,0.67252,0.70376,0.57168,0.7371,1.27886,0.89167,0.000475504,0.000475504,0.000475504
31,1369.93,0.64806,0.74691,1.13104,0.8001,0.70503,0.7055,0.57827,0.73759,1.18688,0.87881,0.000468901,0.000468901,0.000468901
32,1413.25,0.63422,0.74724,1.12666,0.81557,0.68596,0.71083,0.56841,0.7193,1.31245,0.89222,0.000462298,0.000462298,0.000462298
33,1456.85,0.62922,0.74811,1.12595,0.68488,0.69744,0.70985,0.58692,0.67306,1.29392,0.82992,0.000455694,0.000455694,0.000455694
34,1499.95,0.62675,0.72722,1.12095,0.83245,0.6838,0.71548,0.5843,0.70296,0.95449,0.85603,0.000449091,0.000449091,0.000449091
35,1543.34,0.60827,0.70326,1.11759,0.70886,0.70977,0.72308,0.58738,0.69347,1.11701,0.8396,0.000442488,0.000442488,0.000442488
36,1586.82,0.61076,0.70788,1.11582,0.70601,0.69363,0.71298,0.57963,0.71066,1.18675,0.85839,0.000435884,0.000435884,0.000435884
37,1630.08,0.6087,0.70154,1.11406,0.80441,0.71377,0.72076,0.58542,0.7046,1.34796,0.86234,0.000429281,0.000429281,0.000429281
38,1672.87,0.62035,0.71452,1.1214,0.83385,0.69935,0.77299,0.61318,0.70211,1.36293,0.85104,0.000422678,0.000422678,0.000422678
39,1715.68,0.61453,0.69158,1.11972,0.7,0.6929,0.70776,0.58369,0.67603,1.20184,0.8216,0.000416075,0.000416075,0.000416075
40,1758.73,0.61874,0.71393,1.11944,0.81995,0.68226,0.72625,0.60413,0.66254,1.46486,0.81543,0.000409471,0.000409471,0.000409471
41,1801.99,0.59597,0.68667,1.10578,0.79876,0.69782,0.7251,0.598,0.66369,0.9828,0.82345,0.000402868,0.000402868,0.000402868
42,1845.16,0.59695,0.66864,1.10529,0.81201,0.71271,0.73148,0.60465,0.67835,0.78733,0.83206,0.000396265,0.000396265,0.000396265
43,1888.21,0.60128,0.67599,1.10751,0.8287,0.70602,0.72266,0.6025,0.67029,0.92396,0.81831,0.000389661,0.000389661,0.000389661
44,1931.46,0.59558,0.66218,1.09446,0.83198,0.70392,0.72749,0.60453,0.67195,1.05427,0.82333,0.000383058,0.000383058,0.000383058
45,1974.97,0.58976,0.64622,1.10112,0.80944,0.69967,0.71311,0.59316,0.66801,1.19281,0.8175,0.000376455,0.000376455,0.000376455
46,2018.15,0.59235,0.64189,1.09598,0.83012,0.71348,0.73442,0.60056,0.69001,0.83819,0.83194,0.000369851,0.000369851,0.000369851
47,2061.36,0.58554,0.62942,1.08832,0.7146,0.70954,0.73017,0.60446,0.69955,0.79784,0.85265,0.000363248,0.000363248,0.000363248
48,2104.46,0.56467,0.63332,1.08685,0.85728,0.71457,0.73932,0.6104,0.67828,0.74492,0.82248,0.000356645,0.000356645,0.000356645
49,2147.47,0.57684,0.63579,1.08714,0.83932,0.69706,0.72854,0.60285,0.68922,0.71729,0.83393,0.000350042,0.000350042,0.000350042
50,2190.51,0.56995,0.60846,1.07981,0.81678,0.69417,0.7174,0.59584,0.68691,0.83837,0.83787,0.000343438,0.000343438,0.000343438
51,2233.84,0.5657,0.62324,1.08526,0.7259,0.69487,0.72335,0.60104,0.70285,1.02493,0.84975,0.000336835,0.000336835,0.000336835
52,2277.16,0.57505,0.61314,1.08817,0.84563,0.71967,0.73056,0.60907,0.70001,0.86068,0.85817,0.000330232,0.000330232,0.000330232
53,2320.42,0.56638,0.59603,1.07431,0.82006,0.70978,0.72476,0.6021,0.6861,0.79107,0.83688,0.000323628,0.000323628,0.000323628
54,2363.47,0.55927,0.60267,1.07713,0.85511,0.71523,0.74609,0.6084,0.71592,1.05214,0.86251,0.000317025,0.000317025,0.000317025
55,2406.7,0.55564,0.58214,1.07103,0.84864,0.70098,0.73333,0.59633,0.7023,1.03461,0.85732,0.000310422,0.000310422,0.000310422
56,2449.9,0.55502,0.59735,1.07461,0.82701,0.7408,0.74102,0.61503,0.67874,0.66595,0.83257,0.000303818,0.000303818,0.000303818
57,2493.46,0.54881,0.57233,1.07354,0.83459,0.73013,0.74656,0.62071,0.66947,0.81632,0.8321,0.000297215,0.000297215,0.000297215
58,2536.75,0.54819,0.5818,1.07415,0.69542,0.79217,0.74797,0.61587,0.64797,0.78963,0.80649,0.000290612,0.000290612,0.000290612
59,2580.22,0.52995,0.5708,1.05772,0.90064,0.71028,0.76264,0.62569,0.6883,0.74785,0.84016,0.000284009,0.000284009,0.000284009
60,2623.94,0.53503,0.55553,1.06053,0.86774,0.71428,0.75032,0.61994,0.67272,0.71946,0.82653,0.000277405,0.000277405,0.000277405
61,2667.27,0.54808,0.5648,1.06956,0.72169,0.80468,0.77864,0.65622,0.67935,0.82928,0.82756,0.000270802,0.000270802,0.000270802
62,2710.88,0.52985,0.54514,1.05818,0.86597,0.72222,0.75699,0.63188,0.70141,0.77006,0.86218,0.000264199,0.000264199,0.000264199
63,2754.63,0.53004,0.55192,1.06218,0.87113,0.71226,0.74252,0.62218,0.66535,0.71055,0.81731,0.000257595,0.000257595,0.000257595
64,2798.7,0.53612,0.54861,1.06635,0.8714,0.71899,0.74842,0.62365,0.66714,0.69747,0.8141,0.000250992,0.000250992,0.000250992
65,2842.46,0.51979,0.53863,1.05611,0.71766,0.8101,0.785,0.6529,0.65688,0.7459,0.81589,0.000244389,0.000244389,0.000244389
66,2886.17,0.51402,0.53169,1.05435,0.86441,0.70644,0.74222,0.61705,0.6749,0.73274,0.82047,0.000237785,0.000237785,0.000237785
67,2929.98,0.51047,0.53178,1.04552,0.83353,0.73631,0.73987,0.61906,0.68164,0.77931,0.8475,0.000231182,0.000231182,0.000231182
68,2973.8,0.51262,0.50944,1.05215,0.86272,0.72022,0.7371,0.61877,0.68649,0.79934,0.84907,0.000224579,0.000224579,0.000224579
69,3017.4,0.51507,0.51475,1.04402,0.86009,0.73063,0.73921,0.6185,0.67995,0.67106,0.83672,0.000217976,0.000217976,0.000217976
70,3060.71,0.49541,0.5026,1.04008,0.87307,0.72409,0.7511,0.62494,0.68955,0.69692,0.86237,0.000211372,0.000211372,0.000211372
71,3104.3,0.49852,0.48709,1.03814,0.86619,0.7293,0.74791,0.625,0.67121,0.71209,0.82823,0.000204769,0.000204769,0.000204769
72,3147.71,0.50729,0.5076,1.04096,0.85257,0.73858,0.74708,0.62382,0.67717,0.62461,0.83691,0.000198166,0.000198166,0.000198166
73,3191.39,0.50968,0.50897,1.03999,0.85852,0.71289,0.73754,0.61742,0.68007,0.74364,0.83514,0.000191562,0.000191562,0.000191562
74,3235.12,0.48688,0.48527,1.03214,0.84981,0.72591,0.74568,0.61257,0.71809,0.74699,0.87658,0.000184959,0.000184959,0.000184959
75,3278.51,0.51375,0.51112,1.04313,0.85691,0.72687,0.75178,0.62764,0.69721,0.72584,0.86254,0.000178356,0.000178356,0.000178356
76,3321.96,0.48622,0.47527,1.03525,0.86874,0.72997,0.75728,0.6318,0.69816,0.6455,0.85998,0.000171752,0.000171752,0.000171752
77,3365.28,0.49127,0.48784,1.03298,0.8436,0.73779,0.76683,0.63827,0.69168,0.73297,0.84426,0.000165149,0.000165149,0.000165149
78,3408.86,0.48933,0.47225,1.03814,0.80175,0.77194,0.7714,0.63917,0.68866,0.77199,0.8488,0.000158546,0.000158546,0.000158546
79,3452.27,0.47229,0.47316,1.02889,0.85596,0.72411,0.76288,0.64363,0.68786,0.69572,0.85346,0.000151943,0.000151943,0.000151943
80,3495.64,0.48143,0.4735,1.02435,0.85571,0.72104,0.7501,0.62825,0.68516,0.66465,0.85717,0.000145339,0.000145339,0.000145339
81,3538.87,0.45631,0.45699,1.01948,0.85383,0.72869,0.74991,0.6229,0.68523,0.67074,0.84711,0.000138736,0.000138736,0.000138736
82,3582.49,0.48148,0.46815,1.03137,0.84199,0.73858,0.75058,0.63222,0.68428,0.61873,0.84281,0.000132133,0.000132133,0.000132133
83,3625.99,0.45918,0.44613,1.02275,0.86398,0.72449,0.76717,0.64121,0.69122,0.5912,0.85056,0.000125529,0.000125529,0.000125529
84,3669.44,0.46608,0.45343,1.0192,0.85795,0.73034,0.7949,0.65413,0.69222,0.659,0.86068,0.000118926,0.000118926,0.000118926
85,3712.63,0.47783,0.45186,1.02749,0.80455,0.79057,0.79638,0.64795,0.69535,0.638,0.86288,0.000112323,0.000112323,0.000112323
86,3756.05,0.45414,0.44325,1.02146,0.8221,0.78894,0.79448,0.66221,0.70603,0.61745,0.87409,0.00010572,0.00010572,0.00010572
87,3799.41,0.45065,0.43837,1.01569,0.86458,0.72712,0.75339,0.63394,0.70959,0.60596,0.87568,9.91162e-05,9.91162e-05,9.91162e-05
88,3842.95,0.4504,0.43015,1.01275,0.84596,0.7373,0.76209,0.63899,0.6985,0.60134,0.86792,9.25129e-05,9.25129e-05,9.25129e-05
89,3886.7,0.44262,0.4294,1.01195,0.87044,0.71885,0.79426,0.64467,0.70509,0.63444,0.88204,8.59096e-05,8.59096e-05,8.59096e-05
90,3929.78,0.44879,0.42766,1.01363,0.83313,0.73694,0.76375,0.63459,0.70319,0.64898,0.87071,7.93063e-05,7.93063e-05,7.93063e-05
91,3990.29,0.47511,0.34727,1.03621,0.852,0.73283,0.77188,0.63618,0.70123,0.64043,0.87614,7.2703e-05,7.2703e-05,7.2703e-05
92,4032.56,0.46454,0.32037,1.02291,0.85195,0.72987,0.80083,0.66427,0.6987,0.64926,0.88541,6.60997e-05,6.60997e-05,6.60997e-05
93,4074.8,0.45765,0.3092,1.02131,0.85652,0.73314,0.80575,0.66594,0.68881,0.60848,0.87792,5.94964e-05,5.94964e-05,5.94964e-05
94,4117.48,0.44443,0.3036,1.01717,0.7519,0.80398,0.80204,0.66601,0.68852,0.61156,0.8718,5.28931e-05,5.28931e-05,5.28931e-05
95,4160.32,0.4424,0.29749,1.009,0.89757,0.72099,0.80237,0.66071,0.68462,0.61847,0.87065,4.62898e-05,4.62898e-05,4.62898e-05
96,4202.71,0.44282,0.2984,1.01437,0.87116,0.73162,0.80324,0.65239,0.68912,0.612,0.87424,3.96865e-05,3.96865e-05,3.96865e-05
97,4245.21,0.44205,0.28811,1.01086,0.86326,0.73521,0.80466,0.65471,0.68996,0.61708,0.87349,3.30832e-05,3.30832e-05,3.30832e-05
98,4287.67,0.43696,0.29005,1.00799,0.86258,0.74179,0.80532,0.65867,0.68898,0.62367,0.88002,2.64799e-05,2.64799e-05,2.64799e-05
99,4330.24,0.42785,0.28627,1.00626,0.86075,0.73952,0.80493,0.65954,0.68851,0.60534,0.87789,1.98766e-05,1.98766e-05,1.98766e-05
100,4372.64,0.43139,0.27964,1.00147,0.87001,0.73479,0.80405,0.6603,0.68979,0.60665,0.87958,1.32733e-05,1.32733e-05,1.32733e-05
